IPs,againsts,buildLevels,commentIds,contents,createTimes,favCounts,isDels,is_anonymous,shareCounts,siteNames,sources,user_IDs,user_locations,votes
117.182.*.*,0,1,331066727,搞得我一个大男人都不敢走夜路了。。,2018-11-18 16:30:00,0,False,False,0,网易,wb,85672185,广西壮族自治区钦州,0
117.136.*.*,0,4,331177247,嘿嘿，以前广州人民南状元坊有个长毛，专门晚上出来骚扰男性路人[疲惫],2018-11-18 19:18:50,0,False,True,0,网易,ph,0,广东省,0
14.203.*.*,0,2,331065752,至于吗？你多大？,2018-11-18 16:31:50,0,False,True,0,网易,3g,0,澳大利亚,2
117.136.*.*,0,2,331172794,流浪汉劫财劫色呗还有啥[大哭],2018-11-18 19:14:21,0,False,True,0,网易,ph,0,广东省,0
223.104.*.*,0,1,331163603,快点出杀人动机结果，,2018-11-18 18:59:30,0,False,False,0,网易,ph,113030665,广东省惠州市,1
223.104.*.*,0,3,331172639,我认为是法律没有震撼住他们,2018-11-18 19:13:28,0,False,False,0,网易,ph,1239558,广东省东莞,0
111.32.*.*,0,2,331163769,我现在晚上不跑步了，小区附近公园没有灯，又等我也不去跑步了，只是白天跑，我也是汉子，一样心虚。,2018-11-18 19:00:47,0,False,True,0,网易,ph,0,天津市,0
27.217.*.*,0,2,331163652,你语无伦次的说的是神马鸡脖玩意,2018-11-18 18:59:53,0,False,True,0,网易,ph,0,山东省烟台市,2
112.96.*.*,0,1,331158225,广西人的脸都给你丢光了,2018-11-18 18:49:21,0,False,False,0,网易,ph,785182,广东省广州市,1
27.12.*.*,0,1,331154433,哎～,2018-11-18 18:43:50,0,False,True,0,网易,ph,0,重庆市,0
117.166.*.*,0,1,330907813,你们不会开始想要把所有流浪的人都杀光吧？,2018-11-18 12:29:58,0,False,True,0,网易,wb,0,江西省鹰潭,0
117.166.*.*,0,2,331154225,呵呵,2018-11-18 18:42:52,0,False,True,0,网易,wb,0,江西省鹰潭,0
159.226.*.*,0,15,331144677,投降就投降呗，反正就是换个奴隶主，可能人家还开明一点。,2018-11-18 18:31:07,0,False,True,0,网易,wb,0,北京市海淀区,1
111.206.*.*,0,1,331136641,扫黄后遗症。,2018-11-18 18:18:37,0,False,False,0,网易,ph,111871617,北京市海淀区,1
36.157.*.*,0,1,331133210,做为一个女娃的爸爸，看到这样的文章，也很揪心，又很后怕,2018-11-18 18:11:22,0,False,False,0,网易,ph,266498091,湖南省,3
180.97.*.*,0,1,331098273,谋杀[惊吓][惊吓][惊吓]认识的话就是感情问题，不认识的话就是谋财害命，贪图美色,2018-11-18 17:17:50,0,False,True,0,网易,ph,0,江苏省扬州,0
122.138.*.*,1,8,331074094,我能说一句吗  难道不是扫huang  太狠了吗？？要不然二百快解决的事  ，还会有这事发生吗？,2018-11-18 16:39:54,0,False,False,0,网易,wb,94744844,吉林省松原,3
112.42.*.*,1,9,331097366,楼上正解，多少年都没听到强奸，东x和x播停了之后……哎,2018-11-18 17:15:41,0,False,True,0,网易,ph,0,辽宁省丹东,5
223.104.*.*,0,1,331093943,小心。,2018-11-18 17:15:16,0,False,True,0,网易,ph,0,山东省日照市,0
111.29.*.*,2,2,331096174,同意楼上，要不你们家族女性先做出牺牲？,2018-11-18 17:12:29,0,False,False,0,网易,wb,6882041,海南省海口,1
153.119.*.*,0,3,331095614,[狗]其实趁年轻卖卖菊花也是可以骚年[狗]不过你得身材和样貌都不错的[窃笑],2018-11-18 17:11:47,0,False,False,0,网易,ph,125140042,山东省,1
111.29.*.*,0,4,331092483,安全意识太淡薄，自我保护意识太薄弱；总抱着侥幸心理：这么倒霉的事，不会轮到我。,2018-11-18 17:08:57,1,False,False,0,网易,wb,6882041,海南省海口,1
36.23.*.*,0,3,331089976,说实话，当时我想对你下手的，只是，看到你实在是下不去手啊[不屑],2018-11-18 17:07:09,0,False,True,0,网易,ph,0,浙江省湖州市,0
223.74.*.*,0,1,331087299,制约，才是人类第一普世价值。（制约人性之中“私”与“恶”的释放与放大的自由）<br><br>墨西哥毒枭被捕引发黑帮内斗：2个月发生235起谋杀。自搜。无一个权威，则引来民与民激烈的、无序的利益斗争。互不服气，或，都想上位。人性自利。<br><br>一个哲学王（暨现代君主；最多只能执正20年或25年/四介或五介）的诞生，最佳是采取 数百或者数千家族（一档或两档）的开放式共和。开放式是指，也有从底层流动上来的吊丝，出任国首。<br>因为，不争程度上升，诞生过程更加有序。<br>共和制是从“13亿方言民、庸民、互斗民、易戾民”（民主制）之中诞生“1个人”（现代君主制；这个哲学王的言行、决策=社科院、军事科学院等智库的最英明民意）的必要桥梁。<br>这真理，无论对于资社会、还是对于社社会，均适用。<br><br>马基雅维里《论李维罗马史》：人类永恒的最佳政治制度=现代君主制，现代贵族制（一档或两档数千家族开放式共和），民主制，相互制约，三制合一。<br>因为，人性有坏，中国各方言人民在潜意识之中有自利、阴暗甚至模跪一面。<br>民主=民意民意相互激烈斗争（被地方小档、市胀候选人煽动民粹之后）=分裂=叙利亚化？10亿中国人民死亡？<br><br>火车跑得快，？<br>内抖也减少了。<br>力量越强，利益越多。最终，全体人民更加经济自由。,2018-11-18 17:00:06,0,False,False,0,网易,wb,266202890,广东省汕头,1
175.167.*.*,0,9,331083938,发现线索，直奔目标。,2018-11-18 16:57:43,0,False,True,0,网易,3g,0,辽宁省,0
117.136.*.*,0,8,331082560,二楼，我觉得你除了冷静可能还有个天生优势：外表安全,2018-11-18 16:53:46,0,False,False,0,网易,ph,4446750,北京市海淀区,1
45.124.*.*,0,1,331038793,女人心大，这世道男的还留个心呢，女的还不当回事,2018-11-18 15:46:11,0,False,False,0,网易,ph,97540290,北京市,22
125.85.*.*,0,3,331081402,这种事情 法律还有撒用，人都没了。最高级的法律能有复活功能么？,2018-11-18 16:50:54,0,False,False,0,网易,wb,59092178,重庆市江北区,0
14.203.*.*,0,2,331072016,女的受法律严格保护,2018-11-18 16:34:00,0,False,True,0,网易,3g,0,澳大利亚,1
30.107.*.*,0,12,331079121,沿海城市的发展还不是在牺牲中西部百姓的利益前提下进行的，整体的教育和生活水平上去了才能改变基本社会状况。你说的严管治标不治本，只要流动人口多，盲流多，这社会治安就只能这样下去。,2018-11-18 16:47:04,1,False,False,0,网易,ph,57419857,美国,1
60.184.*.*,0,11,330888281,浙江最近发生的女生被害案件，老人被打案件，滴滴打车被害案件，一件件都是外省人作案，对浙江本地人的神经的确影响很大。网名只是没有地方发泄而用错词，并不是地域歧视，只是希望有关部门能加强一下外来人口的管理。,2018-11-18 12:01:53,0,False,False,0,网易,ph,87316125,浙江省丽水市,0
117.136.*.*,0,3,331076291,你好坏哦，我好喜欢[微笑],2018-11-18 16:43:01,0,False,True,0,网易,ph,0,广东省珠海市,0
120.36.*.*,0,1,331071381,害人害己,2018-11-18 16:36:27,0,False,True,0,网易,ph,0,福建省厦门市,0
98.191.*.*,0,1,331067028,女大学生的关注度就是高。要是男的，新闻都懒得报道。,2018-11-18 16:26:42,0,False,False,0,网易,wb,31400431,美国亚利桑那州,2
117.33.*.*,0,2,331057191,死刑并不能震慑歹徒，只能让他们更铤而走险而已，基础的法律概念,2018-11-18 16:13:14,0,False,False,0,网易,wb,266493688,陕西省咸阳,1
117.33.*.*,0,2,331055347,坏人还是那么多，只是现在的媒体传播速度太快太广而已,2018-11-18 16:11:12,0,False,False,0,网易,wb,266493688,陕西省咸阳,2
121.32.*.*,0,1,331046936,单身女性还是不要去偏僻无人的地方，现在的坏人太多了！,2018-11-18 15:58:54,0,False,True,0,网易,ph,0,广东省广州市,0
223.67.*.*,0,7,330686076,中国人确实没脑子，特别许多女大学生想青春不留遗憾做些特立独行的事，一个人爬山旅游远途步行啥的，就是任何你熟悉的地方，只要有树木灌木挡着的没啥人的，都有可能有人躲着，这点常识没有吗？就是闹市区有人不到的公园某个地方都危险，网上说啥安全你就信了？,2018-11-18 04:41:08,3,False,False,0,网易,3g,401518,江苏省淮安,293
117.136.*.*,0,8,331054590,抖音看多了，天天各种最暗圈锅架。,2018-11-18 16:10:16,0,False,True,0,网易,ph,0,北京市,0
113.69.*.*,0,4,331042600,佛山这边也是，公园角落，经常有些单身女子在玩手机，有些还是厂妹，我也搞不懂，如果喜欢一个人静，可以选一些安全点的地方，大晚上，公园里没人的角落，说真的，我都替她们担心！,2018-11-18 15:50:59,0,False,False,0,网易,wb,50056819,广东省佛山,0
183.37.*.*,0,10,331033521,坐飞机有机会出事，你是否一辈子不坐飞机。一个人大白天去逛灵隐寺，谁想到会出事?难道永远不要独自上街?,2018-11-18 15:36:11,1,False,True,0,网易,ph,0,广东省东莞市,1
61.156.*.*,0,11,331037549,肯定是去了某些偏僻的地方了 不然不会被盯上的  如果是大庭广众 不至于出事 总之小心为妙 尤其女孩子,2018-11-18 15:43:42,0,False,True,0,网易,wb,0,山东省威海,0
100.102.*.*,0,3,330999912,你打个屁工   有前科的   谁还要你  ？   你做点小生意  一辈子 就这样糊口算了,2018-11-18 14:48:32,0,False,False,0,网易,wb,415254,共享地址,1
114.100.*.*,0,4,331032295,他是周某偷电瓶集团的,2018-11-18 15:35:59,0,False,False,0,网易,ph,166355,安徽省马鞍山,0
117.181.*.*,0,8,330971205,楼上说的很对。打很长我的话发不出来。<br>在南宁本地，邕江边就有大把变态狂，人行道人来人往就在几米外，都敢做龌蹉的事。只想说，女生只要出门就一定要小心。,2018-11-18 14:02:07,0,False,True,0,网易,ph,0,广西壮族自治区南宁,1
180.97.*.*,0,9,331033441,想想自己常常独自出门旅行，也是自己运气好,2018-11-18 15:35:56,0,False,True,0,网易,ph,0,上海市,0
180.97.*.*,0,6,331033246,和美丑关系不大。主要是运气好不好，以后越来越不安全。中国很多光棍村，NHK拍过纪录片,2018-11-18 15:34:56,0,False,True,0,网易,ph,0,上海市,1
219.136.*.*,0,5,330972189,恐龙？,2018-11-18 14:02:30,0,False,False,0,网易,wb,363228,广东省广州,0
180.97.*.*,0,2,331030548,很难，性是很难压抑的，必须有渠道宣泄。但是中国男多女少，以后会越来越不安全,2018-11-18 15:32:40,0,False,True,0,网易,ph,0,上海市,2
106.224.*.*,0,1,331018127,原因？,2018-11-18 15:12:50,0,False,False,0,网易,ph,263712212,江西省,0
114.91.*.*,1,2,331027475,男多女少,2018-11-18 15:29:37,0,False,True,0,网易,ph,0,上海市,2
114.91.*.*,0,1,331028418,天呐，连宗教圣地都不再安全了,2018-11-18 15:29:20,0,False,True,0,网易,ph,0,上海市,1
180.97.*.*,0,1,331027215,我就说吧，肯定是印度人干的,2018-11-18 15:28:03,0,False,True,0,网易,ph,0,上海市,0
139.227.*.*,0,1,331001600,女生不要一个人出去玩，尤其是那种渣子比较容易隐藏的地方,2018-11-18 14:48:47,0,False,False,0,网易,3g,383694,上海市普陀区,1
112.65.*.*,0,2,331026183,（好人好事越多越好）当务之急融资和再融资的大小限减持套现，上市公司有优先权，按净资产价格回购注销，有效防止利益输送，经营好共同受益（尽快开征股指期货印花税，取消股票红利税）基金只有盈利才收管理费，真正为投资者服务！,2018-11-18 15:24:28,0,False,False,0,网易,wb,96391173,上海市青浦区,0
119.129.*.*,0,13,331020431,支持一楼，广东也应该学学，太多外省乡下捞笔跑来广东饭醉搞到广东乌烟瘴气，特别是把贺兰、冬被、蝴蓝这三大抿工和醉饭芬吇输出地的人襟址出省，保证荃郭饭醉率降大半。,2018-11-18 15:17:47,0,False,False,0,网易,wb,619344,广东省广州,0
124.160.*.*,0,12,330969135,中西部的把东部沿海到美国西海岸移民呢,2018-11-18 13:57:19,0,False,True,0,网易,ph,0,浙江省,0
113.250.*.*,0,1,331021061,好可怕，，，,2018-11-18 15:16:31,0,False,False,0,网易,ph,262770181,重庆市北碚区,0
119.129.*.*,0,13,331021049,支持一楼，特别是把贺兰、冬被、蝴蓝这三大抿工和醉饭芬子输出地的人禁止出省，保证荃郭饭醉率降大半。,2018-11-18 15:16:28,0,False,False,0,网易,wb,619344,广东省广州,0
119.129.*.*,0,13,331017776,支持一楼，广东也应该学学，太多外省乡下捞笔跑来广东饭醉搞到广东乌烟瘴气，特别是把贺兰、冬被、蝴蓝这三大抿工和醉饭芬子输出地的人禁止出省，保证荃郭饭醉率降大半。,2018-11-18 15:15:05,0,False,False,0,网易,wb,619344,广东省广州,0
113.200.*.*,0,1,331018011,他妈的，因为这种败类国家又失去了一个人才。,2018-11-18 15:11:51,0,False,False,0,网易,ph,262625220,陕西省延安市,2
119.129.*.*,0,13,331016111,劳资支持一楼，广东也应该学学，太多外省乡下捞仔捞妹跑来广东饭醉搞到广东乌烟瘴气，特别是把贺兰、冬被、糊兰这三大民工和醉饭芬子输出地区的人禁止出省，保证荃郭饭醉率降大半。,2018-11-18 15:11:16,0,False,False,0,网易,wb,619344,广东省广州,0
119.129.*.*,0,13,331012864,劳资支持一楼，广东也应该学学，太多外省乡下捞仔捞妹跑来广东饭醉搞到广东乌烟瘴气，特别是把贺兰、冬被、糊喃这三大民工和醉饭分子输出地区的人禁止出省，保证荃郭饭醉率降大半。,2018-11-18 15:10:13,0,False,False,0,网易,wb,619344,广东省广州,0
119.166.*.*,0,1,331015072,等原因吧,2018-11-18 15:07:10,0,False,False,0,网易,3g,5272724,山东省青岛,0
101.75.*.*,0,1,331011267,的确，人有时候还真不是人,2018-11-18 15:02:53,0,False,False,0,网易,wb,98657947,河北省廊坊,0
125.217.*.*,0,2,331008820,对啊 ，夜跑的时候经常碰到，女人真是小心为上。,2018-11-18 15:00:36,0,False,False,0,网易,wb,788696,广东省广州,0
113.57.*.*,0,1,331006114,智体要全面发展,2018-11-18 14:55:11,0,False,False,0,网易,ph,261136734,湖北省武汉市,0
182.139.*.*,0,2,330997359,你建议的这种做法和德国纳粹“管理”犹太人、吉普赛人等有多少本质上的区别？,2018-11-18 14:41:48,0,False,True,0,网易,wb,0,四川省成都,2
117.136.*.*,1,3,330999702,这种管理不错，纳粹德国有很多可取之处。,2018-11-18 14:47:07,0,False,False,0,网易,3g,108406627,中国,2
119.114.*.*,0,3,330998812,环境越恶劣，人性就越蒙昧,2018-11-18 14:46:40,0,False,False,0,网易,wb,171964,辽宁省铁岭,0
223.72.*.*,0,3,330927059,应该直接灭你三族。,2018-11-18 12:56:27,0,False,True,0,网易,ph,0,北京市,4
112.97.*.*,0,4,330991300,含鸠你就会,2018-11-18 14:31:27,0,False,False,0,网易,ph,75774546,广东省深圳,19
122.4.*.*,0,3,330982687,无知者无畏啊,2018-11-18 14:20:37,0,False,True,0,网易,ph,0,山东省济南,0
218.26.*.*,0,3,330970801,切格拉瓦，你偷个电动车，还要伤人吗？,2018-11-18 14:03:05,0,False,False,0,网易,ph,54179403,山西省,1
223.85.*.*,0,6,330969947,"说来听听,怪不得有那么些赞的",2018-11-18 14:01:26,0,False,False,0,网易,wb,165905,四川省内江,1
